PLAYER,TEAM,DATE,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Norman Powell,TOR,10/20/2018,TOR @ WAS,W,24,7,3,5,60.0,1,2,50.0,0,0,-,1,4,5,0,0,1,3,1,20
Elie Okobo,PHX,10/20/2018,PHX @ DEN,L,4,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,1,0,-6
Eric Gordon,HOU,10/20/2018,HOU @ LAL,W,32,9,4,13,30.8,0,4,0.0,1,1,100.0,0,1,1,1,0,2,1,1,18
Lance Stephenson,LAL,10/20/2018,LAL vs. HOU,L,23,9,4,7,57.1,0,1,0.0,1,2,50.0,2,4,6,1,1,0,0,1,-9
Luka Doncic,DAL,10/20/2018,DAL vs. MIN,W,36,26,8,16,50.0,4,9,44.4,6,9,66.7,1,5,6,3,2,1,6,3,4
Aron Baynes,BOS,10/20/2018,BOS @ NYK,W,12,10,3,5,60.0,1,2,50.0,3,3,100.0,3,2,5,0,0,0,0,1,15
Tyus Jones,MIN,10/20/2018,MIN @ DAL,L,14,5,2,4,50.0,1,1,100.0,0,0,-,0,0,0,1,1,0,0,0,3
Carmelo Anthony,HOU,10/20/2018,HOU @ LAL,W,29,7,3,10,30.0,1,7,14.3,0,0,-,1,9,10,1,1,0,2,3,23
JJ Redick,PHI,10/20/2018,PHI vs. ORL,W,32,31,10,20,50.0,8,13,61.5,3,3,100.0,0,4,4,4,1,0,0,1,16
D.J. Augustin,ORL,10/20/2018,ORL @ PHI,L,35,9,2,7,28.6,0,2,0.0,5,5,100.0,1,2,3,9,0,0,2,0,23
Dorian Finney-Smith,DAL,10/20/2018,DAL vs. MIN,W,30,8,3,7,42.9,2,5,40.0,0,0,-,4,3,7,3,1,0,2,5,10
Ish Smith,DET,10/20/2018,DET @ CHI,W,28,15,6,11,54.5,3,5,60.0,0,0,-,0,3,3,5,0,0,2,3,13
J.J. Barea,DAL,10/20/2018,DAL vs. MIN,W,22,12,4,10,40.0,2,6,33.3,2,2,100.0,1,0,1,11,2,0,0,2,4
Tim Hardaway Jr.,NYK,10/20/2018,NYK vs. BOS,L,37,24,8,21,38.1,5,11,45.5,3,3,100.0,0,3,3,3,1,0,3,4,-2
Malik Beasley,DEN,10/20/2018,DEN vs. PHX,W,8,2,1,2,50.0,0,1,0.0,0,0,-,0,2,2,0,1,0,0,3,-5
Victor Oladipo,IND,10/20/2018,IND vs. BKN,W,33,25,10,20,50.0,3,6,50.0,2,6,33.3,1,6,7,3,4,0,3,1,27
Zaza Pachulia,DET,10/20/2018,DET @ CHI,W,23,5,1,7,14.3,0,0,-,3,6,50.0,5,3,8,1,2,0,0,3,2
Drew Eubanks,SAS,10/20/2018,SAS @ POR,L,3,2,1,2,50.0,0,0,-,0,0,-,0,0,0,0,0,0,0,0,5
Cameron Payne,CHI,10/20/2018,CHI vs. DET,L,28,17,6,12,50.0,0,3,0.0,5,5,100.0,1,2,3,4,0,0,1,3,2
Kyrie Irving,BOS,10/20/2018,BOS @ NYK,W,32,16,5,16,31.3,0,3,0.0,6,7,85.7,0,1,1,5,2,0,2,3,-13
Tyreke Evans,IND,10/20/2018,IND vs. BKN,W,22,15,6,12,50.0,1,2,50.0,2,4,50.0,1,2,3,2,3,1,0,4,14
Trevor Ariza,PHX,10/20/2018,PHX @ DEN,L,29,5,2,7,28.6,1,6,16.7,0,0,-,1,2,3,1,0,1,3,2,-47
Ryan Broekhoff,DAL,10/20/2018,DAL vs. MIN,W,4,3,1,3,33.3,1,3,33.3,0,0,-,0,1,1,0,0,0,0,1,-4
Hassan Whiteside,MIA,10/20/2018,MIA vs. CHA,L,25,11,3,6,50.0,0,0,-,5,8,62.5,3,12,15,0,0,2,1,4,14
Ian Mahinmi,WAS,10/20/2018,WAS vs. TOR,L,17,2,0,3,0.0,0,0,-,2,4,50.0,4,2,6,1,1,1,0,4,1
D'Angelo Russell,BKN,10/20/2018,BKN @ IND,L,31,12,5,16,31.3,2,5,40.0,0,0,-,1,5,6,7,0,1,3,0,-18
DeMar DeRozan,SAS,10/20/2018,SAS @ POR,L,34,28,11,22,50.0,0,1,0.0,6,6,100.0,1,2,3,9,2,0,2,3,-12
Jonathan Isaac,ORL,10/20/2018,ORL @ PHI,L,28,8,3,8,37.5,2,3,66.7,0,2,0.0,1,5,6,0,2,1,1,0,9
Andre Drummond,DET,10/20/2018,DET @ CHI,W,24,10,5,13,38.5,0,2,0.0,0,0,-,4,9,13,0,0,1,1,6,0
Ike Anigbogu,IND,10/20/2018,IND vs. BKN,W,3,0,0,2,0.0,0,0,-,0,0,-,0,1,1,0,0,1,1,0,-6
Derrick Jones Jr.,MIA,10/20/2018,MIA vs. CHA,L,30,12,5,13,38.5,1,5,20.0,1,2,50.0,0,3,3,2,1,2,2,2,-1
Jeff Green,WAS,10/20/2018,WAS vs. TOR,L,21,2,1,8,12.5,0,4,0.0,0,0,-,0,2,2,1,1,2,0,2,-8
Enes Kanter,NYK,10/20/2018,NYK vs. BOS,L,31,17,8,15,53.3,1,2,50.0,0,0,-,5,10,15,2,2,0,3,6,-6
Blake Griffin,DET,10/20/2018,DET @ CHI,W,35,33,12,23,52.2,5,7,71.4,4,6,66.7,4,8,12,5,0,1,0,1,17
JaVale McGee,LAL,10/20/2018,LAL vs. HOU,L,20,16,7,11,63.6,0,0,-,2,3,66.7,2,4,6,2,0,5,2,4,7
Ed Davis,BKN,10/20/2018,BKN @ IND,L,19,4,1,4,25.0,0,0,-,2,2,100.0,3,5,8,1,1,2,1,2,-1
Jabari Parker,CHI,10/20/2018,CHI vs. DET,L,24,13,5,13,38.5,2,3,66.7,1,2,50.0,2,4,6,1,0,0,0,3,-7
Mikal Bridges,PHX,10/20/2018,PHX @ DEN,L,15,10,4,6,66.7,2,4,50.0,0,1,0.0,1,3,4,2,2,0,0,0,21
Ron Baker,NYK,10/20/2018,NYK vs. BOS,L,12,2,1,1,100.0,0,0,-,0,0,-,0,0,0,2,0,0,0,2,-2
CJ Miles,TOR,10/20/2018,TOR @ WAS,W,13,10,3,7,42.9,0,1,0.0,4,5,80.0,2,4,6,0,0,0,2,2,-6
Michael Carter-Williams,HOU,10/20/2018,HOU @ LAL,W,2,0,0,2,0.0,0,0,-,0,2,0.0,1,0,1,0,0,0,0,2,-5
Dragan Bender,PHX,10/20/2018,PHX @ DEN,L,4,0,0,1,0.0,0,1,0.0,0,0,-,0,1,1,0,0,0,1,0,-6
Jared Dudley,BKN,10/20/2018,BKN @ IND,L,23,3,1,3,33.3,1,3,33.3,0,0,-,0,2,2,4,0,0,0,3,-7
C.J. Williams,MIN,10/20/2018,MIN @ DAL,L,8,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,2,2,-9
Jason Smith,WAS,10/20/2018,WAS vs. TOR,L,17,6,1,4,25.0,0,1,0.0,4,4,100.0,1,4,5,0,0,0,1,3,-12
Josh Richardson,MIA,10/20/2018,MIA vs. CHA,L,27,7,3,11,27.3,1,6,16.7,0,0,-,1,3,4,2,0,0,3,5,-4
Gary Harris,DEN,10/20/2018,DEN vs. PHX,W,35,18,7,15,46.7,1,4,25.0,3,4,75.0,0,5,5,4,2,1,1,2,37
Anthony Tolliver,MIN,10/20/2018,MIN @ DAL,L,17,6,2,4,50.0,2,4,50.0,0,0,-,0,1,1,0,0,0,0,3,-3
Patty Mills,SAS,10/20/2018,SAS @ POR,L,22,9,4,11,36.4,1,5,20.0,0,0,-,0,3,3,1,1,1,1,1,-13
Maxi Kleber,DAL,10/20/2018,DAL vs. MIN,W,17,5,2,5,40.0,1,4,25.0,0,0,-,1,3,4,0,0,1,0,3,-2
Aaron Holiday,IND,10/20/2018,IND vs. BKN,W,3,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,1,0,0,0,0,-6
Jonas Valanciunas,TOR,10/20/2018,TOR @ WAS,W,19,16,5,8,62.5,0,0,-,6,7,85.7,2,5,7,1,0,1,1,4,5
Kentavious Caldwell-Pope,LAL,10/20/2018,LAL vs. HOU,L,18,5,2,8,25.0,0,3,0.0,1,2,50.0,0,3,3,1,0,0,0,0,3
Jamal Crawford,PHX,10/20/2018,PHX @ DEN,L,7,3,0,2,0.0,0,1,0.0,3,3,100.0,0,1,1,0,2,0,1,0,-6
Trey Lyles,DEN,10/20/2018,DEN vs. PHX,W,17,2,0,4,0.0,0,0,-,2,4,50.0,0,3,3,1,0,0,6,3,-5
Furkan Korkmaz,PHI,10/20/2018,PHI vs. ORL,W,7,0,0,0,-,0,0,-,0,0,-,0,1,1,0,1,0,0,2,-1
Mitchell Robinson,NYK,10/20/2018,NYK vs. BOS,L,9,1,0,1,0.0,0,0,-,1,2,50.0,1,1,2,0,0,0,0,1,5
Paul Millsap,DEN,10/20/2018,DEN vs. PHX,W,32,14,5,10,50.0,0,1,0.0,4,4,100.0,4,6,10,2,1,2,3,3,38
Jakob Poeltl,SAS,10/20/2018,SAS @ POR,L,13,0,0,0,-,0,0,-,0,0,-,1,1,2,2,0,0,0,1,-2
Gorgui Dieng,MIN,10/20/2018,MIN @ DAL,L,14,10,3,4,75.0,0,0,-,4,4,100.0,1,5,6,1,1,0,1,2,1
Juancho Hernangomez,DEN,10/20/2018,DEN vs. PHX,W,15,2,1,5,20.0,0,3,0.0,0,0,-,2,4,6,0,0,0,1,1,-16
Jaylen Brown,BOS,10/20/2018,BOS @ NYK,W,38,7,2,9,22.2,0,2,0.0,3,3,100.0,2,3,5,2,1,0,2,3,1
Tomas Satoransky,WAS,10/20/2018,WAS vs. TOR,L,13,5,1,4,25.0,1,1,100.0,2,2,100.0,0,1,1,1,1,0,0,2,-7
Semi Ojeleye,BOS,10/20/2018,BOS @ NYK,W,2,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,1
Richaun Holmes,PHX,10/20/2018,PHX @ DEN,L,8,0,0,1,0.0,0,0,-,0,2,0.0,1,2,3,0,0,0,0,1,-15
Markelle Fultz,PHI,10/20/2018,PHI vs. ORL,W,23,8,4,11,36.4,0,0,-,0,0,-,2,2,4,7,1,0,1,5,-7
Josh Jackson,PHX,10/20/2018,PHX @ DEN,L,23,2,1,7,14.3,0,3,0.0,0,1,0.0,0,2,2,2,0,2,2,4,-12
Lorenzo Brown,TOR,10/20/2018,TOR @ WAS,W,9,0,0,1,0.0,0,1,0.0,0,0,-,0,1,1,0,0,0,1,1,-5
Bradley Beal,WAS,10/20/2018,WAS vs. TOR,L,35,32,12,21,57.1,6,11,54.5,2,4,50.0,0,3,3,6,1,1,1,5,3
Edmond Sumner,IND,10/20/2018,IND vs. BKN,W,4,0,0,1,0.0,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-8
Kelly Olynyk,MIA,10/20/2018,MIA vs. CHA,L,15,8,3,6,50.0,1,3,33.3,1,2,50.0,1,2,3,2,0,1,1,2,-14
Serge Ibaka,TOR,10/20/2018,TOR @ WAS,W,27,16,4,10,40.0,0,1,0.0,8,10,80.0,3,6,9,0,1,1,2,2,1
Meyers Leonard,POR,10/20/2018,POR vs. SAS,W,10,5,2,2,100.0,0,0,-,1,1,100.0,1,1,2,0,0,0,0,1,0
Danny Green,TOR,10/20/2018,TOR @ WAS,W,31,5,1,9,11.1,1,8,12.5,2,2,100.0,0,3,3,0,1,0,0,5,2
Tony Parker,CHA,10/20/2018,CHA @ MIA,W,9,0,0,1,0.0,0,0,-,0,2,0.0,0,0,0,1,0,0,0,2,-4
Reggie Jackson,DET,10/20/2018,DET @ CHI,W,28,18,4,9,44.4,4,7,57.1,6,6,100.0,1,0,1,6,0,0,2,4,4
LaMarcus Aldridge,SAS,10/20/2018,SAS @ POR,L,37,12,6,13,46.2,0,1,0.0,0,1,0.0,5,3,8,5,1,1,0,0,-18
Markieff Morris,WAS,10/20/2018,WAS vs. TOR,L,31,10,3,6,50.0,1,2,50.0,3,3,100.0,0,7,7,3,2,2,2,3,5
Jusuf Nurkic,POR,10/20/2018,POR vs. SAS,W,23,12,6,12,50.0,0,2,0.0,0,0,-,3,5,8,2,1,1,2,2,2
Lonzo Ball,LAL,10/20/2018,LAL vs. HOU,L,26,14,5,10,50.0,4,8,50.0,0,0,-,1,5,6,4,0,0,0,2,-11
Justin Holiday,CHI,10/20/2018,CHI vs. DET,L,38,19,6,8,75.0,2,3,66.7,5,5,100.0,0,6,6,2,2,0,0,1,10
Al-Farouq Aminu,POR,10/20/2018,POR vs. SAS,W,29,10,3,5,60.0,2,3,66.7,2,2,100.0,0,6,6,1,0,1,0,3,18
Kevin Knox II,NYK,10/20/2018,NYK vs. BOS,L,4,1,0,1,0.0,0,0,-,1,2,50.0,0,0,0,0,0,0,0,0,-1
Marcus Smart,BOS,10/20/2018,BOS @ NYK,W,28,8,2,5,40.0,0,2,0.0,4,6,66.7,2,2,4,5,2,0,3,4,7
Chimezie Metu,SAS,10/20/2018,SAS @ POR,L,3,2,0,1,0.0,0,0,-,2,2,100.0,0,2,2,0,0,1,0,0,5
Terry Rozier,BOS,10/20/2018,BOS @ NYK,W,23,10,4,8,50.0,2,4,50.0,0,0,-,0,1,1,2,0,0,1,3,0
Deandre Ayton,PHX,10/20/2018,PHX @ DEN,L,23,5,2,7,28.6,0,0,-,1,2,50.0,1,7,8,1,0,0,2,5,3
Joe Harris,BKN,10/20/2018,BKN @ IND,L,32,19,6,11,54.5,5,6,83.3,2,3,66.7,1,1,2,3,0,1,1,3,-11
Jayson Tatum,BOS,10/20/2018,BOS @ NYK,W,35,24,8,15,53.3,2,3,66.7,6,6,100.0,1,13,14,0,2,0,4,2,19
Robin Lopez,CHI,10/20/2018,CHI vs. DET,L,25,7,3,6,50.0,0,0,-,1,1,100.0,0,2,2,3,0,1,3,4,-3
Thomas Welsh,DEN,10/20/2018,DEN vs. PHX,W,3,0,0,1,0.0,0,1,0.0,0,0,-,0,1,1,0,0,0,0,0,2
Wesley Matthews,DAL,10/20/2018,DAL vs. MIN,W,35,19,7,19,36.8,4,11,36.4,1,3,33.3,2,2,4,2,0,0,2,5,2
Josh Hart,LAL,10/20/2018,LAL vs. HOU,L,30,11,5,13,38.5,1,5,20.0,0,2,0.0,0,5,5,2,2,1,2,3,-15
Jarrett Allen,BKN,10/20/2018,BKN @ IND,L,22,8,4,7,57.1,0,1,0.0,0,2,0.0,0,3,3,0,0,1,4,0,-16
John Wall,WAS,10/20/2018,WAS vs. TOR,L,34,25,7,16,43.8,0,4,0.0,11,13,84.6,2,2,4,6,4,1,4,4,2
Jamal Murray,DEN,10/20/2018,DEN vs. PHX,W,37,26,9,18,50.0,3,7,42.9,5,5,100.0,0,3,3,5,2,1,3,2,37
Taj Gibson,MIN,10/20/2018,MIN @ DAL,L,31,9,4,6,66.7,0,0,-,1,1,100.0,1,5,6,1,2,1,1,2,-1
Devin Booker,PHX,10/20/2018,PHX @ DEN,L,36,25,5,15,33.3,1,6,16.7,14,17,82.4,0,2,2,7,1,0,6,3,-24
Dennis Smith Jr.,DAL,10/20/2018,DAL vs. MIN,W,26,19,7,14,50.0,1,6,16.7,4,5,80.0,0,3,3,6,0,0,1,4,0
Zach LaVine,CHI,10/20/2018,CHI vs. DET,L,37,33,12,21,57.1,2,6,33.3,7,9,77.8,0,3,3,3,0,0,2,3,-14
Jerian Grant,ORL,10/20/2018,ORL @ PHI,L,7,0,0,1,0.0,0,0,-,0,0,-,0,2,2,0,0,0,2,0,-19
PJ Tucker,HOU,10/20/2018,HOU @ LAL,W,36,6,2,6,33.3,2,6,33.3,0,0,-,2,7,9,3,0,0,1,4,-6
Ryan Anderson,PHX,10/20/2018,PHX @ DEN,L,22,8,3,11,27.3,2,8,25.0,0,0,-,1,0,1,2,0,0,0,1,-6
Lance Thomas,NYK,10/20/2018,NYK vs. BOS,L,17,6,1,4,25.0,1,3,33.3,3,4,75.0,1,3,4,0,0,1,3,1,-8
Austin Rivers,WAS,10/20/2018,WAS vs. TOR,L,27,12,5,10,50.0,2,5,40.0,0,0,-,1,1,2,2,0,1,1,2,-14
Theo Pinson,BKN,10/20/2018,BKN @ IND,L,7,2,0,3,0.0,0,2,0.0,2,2,100.0,0,1,1,2,0,0,0,0,1
Damian Lillard,POR,10/20/2018,POR vs. SAS,W,30,29,9,15,60.0,3,6,50.0,8,8,100.0,0,2,2,9,0,0,0,0,18
Al Horford,BOS,10/20/2018,BOS @ NYK,W,24,8,3,7,42.9,2,3,66.7,0,2,0.0,2,8,10,3,1,1,2,4,1
Ryan Arcidiacono,CHI,10/20/2018,CHI vs. DET,L,20,3,1,3,33.3,1,2,50.0,0,0,-,0,1,1,7,0,0,1,0,-4
Damyean Dotson,NYK,10/20/2018,NYK vs. BOS,L,22,10,4,8,50.0,2,5,40.0,0,0,-,0,2,2,2,2,0,0,2,7
Cody Zeller,CHA,10/20/2018,CHA @ MIA,W,25,11,5,7,71.4,0,0,-,1,1,100.0,4,4,8,2,1,0,2,3,11
Willy Hernangomez,CHA,10/20/2018,CHA @ MIA,W,12,8,3,6,50.0,0,1,0.0,2,2,100.0,4,4,8,1,0,0,1,1,-9
Landry Shamet,PHI,10/20/2018,PHI vs. ORL,W,21,0,0,4,0.0,0,3,0.0,0,0,-,2,2,4,2,0,0,1,0,12
Monte Morris,DEN,10/20/2018,DEN vs. PHX,W,13,0,0,3,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,1,2,-15
Guerschon Yabusele,BOS,10/20/2018,BOS @ NYK,W,6,2,1,1,100.0,0,0,-,0,0,-,0,0,0,0,0,0,0,1,1
Reggie Bullock,DET,10/20/2018,DET @ CHI,W,30,16,5,13,38.5,1,4,25.0,5,5,100.0,0,1,1,1,1,1,2,3,2
Jalen Brunson,DAL,10/20/2018,DAL vs. MIN,W,20,7,3,7,42.9,1,4,25.0,0,0,-,0,0,0,1,1,0,1,0,2
Tyler Johnson,MIA,10/20/2018,MIA vs. CHA,L,22,2,1,4,25.0,0,2,0.0,0,0,-,1,0,1,3,1,1,0,2,-6
Mason Plumlee,DEN,10/20/2018,DEN vs. PHX,W,14,4,2,4,50.0,0,1,0.0,0,1,0.0,3,4,7,0,1,0,1,3,-8
Frank Ntilikina,NYK,10/20/2018,NYK vs. BOS,L,19,5,2,7,28.6,1,5,20.0,0,0,-,0,1,1,1,1,0,2,4,-22
Clint Capela,HOU,10/20/2018,HOU @ LAL,W,34,19,9,16,56.3,0,0,-,1,3,33.3,2,10,12,0,0,1,2,3,4
Trey Burke,NYK,10/20/2018,NYK vs. BOS,L,30,11,5,12,41.7,0,4,0.0,1,3,33.3,0,3,3,9,2,0,1,2,3
Brandon Ingram,LAL,10/20/2018,LAL vs. HOU,L,29,12,5,8,62.5,0,1,0.0,2,2,100.0,2,2,4,0,1,1,3,4,-1
Kelly Oubre Jr.,WAS,10/20/2018,WAS vs. TOR,L,19,8,3,8,37.5,1,4,25.0,1,1,100.0,1,5,6,0,0,0,2,1,-3
Rodney McGruder,MIA,10/20/2018,MIA vs. CHA,L,42,19,7,11,63.6,4,6,66.7,1,2,50.0,2,8,10,2,2,1,3,3,-1
OG Anunoby,TOR,10/20/2018,TOR @ WAS,W,29,12,5,10,50.0,2,4,50.0,0,0,-,1,3,4,1,1,0,1,5,-1
Noah Vonleh,NYK,10/20/2018,NYK vs. BOS,L,22,7,2,3,66.7,0,0,-,3,6,50.0,3,10,13,3,0,0,1,2,7
Gerald Green,HOU,10/20/2018,HOU @ LAL,W,18,13,5,6,83.3,3,4,75.0,0,0,-,1,1,2,0,1,0,0,0,11
Malik Monk,CHA,10/20/2018,CHA @ MIA,W,25,15,5,11,45.5,3,8,37.5,2,2,100.0,0,1,1,1,1,0,0,1,-1
Otto Porter Jr.,WAS,10/20/2018,WAS vs. TOR,L,25,11,4,9,44.4,2,7,28.6,1,1,100.0,0,1,1,0,1,1,0,1,13
Cory Joseph,IND,10/20/2018,IND vs. BKN,W,25,12,5,7,71.4,2,2,100.0,0,0,-,0,3,3,6,0,0,2,2,14
Rajon Rondo,LAL,10/20/2018,LAL vs. HOU,L,30,13,6,8,75.0,1,2,50.0,0,0,-,1,6,7,10,2,0,2,3,8
Torrey Craig,DEN,10/20/2018,DEN vs. PHX,W,15,2,1,3,33.3,0,2,0.0,0,0,-,0,1,1,1,0,1,1,6,22
Aaron Gordon,ORL,10/20/2018,ORL @ PHI,L,32,20,7,12,58.3,0,1,0.0,6,9,66.7,4,8,12,3,1,3,4,3,12
Quincy Pondexter,SAS,10/20/2018,SAS @ POR,L,3,0,0,2,0.0,0,1,0.0,0,0,-,2,0,2,0,1,0,0,0,5
Amir Johnson,PHI,10/20/2018,PHI vs. ORL,W,14,8,4,4,100.0,0,0,-,0,0,-,2,4,6,3,1,1,2,1,9
Terrence Ross,ORL,10/20/2018,ORL @ PHI,L,29,15,5,14,35.7,3,5,60.0,2,2,100.0,1,3,4,2,1,0,0,2,-11
Seth Curry,POR,10/20/2018,POR vs. SAS,W,15,9,3,6,50.0,2,4,50.0,1,1,100.0,0,0,0,1,0,0,1,0,0
Robert Covington,PHI,10/20/2018,PHI vs. ORL,W,39,12,4,7,57.1,3,5,60.0,1,1,100.0,0,4,4,1,2,1,2,3,-1
Tyler Lydon,DEN,10/20/2018,DEN vs. PHX,W,2,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,2
Jake Layman,POR,10/20/2018,POR vs. SAS,W,16,5,2,4,50.0,0,0,-,1,2,50.0,2,4,6,0,0,1,0,0,-3
Darren Collison,IND,10/20/2018,IND vs. BKN,W,23,13,5,8,62.5,2,4,50.0,1,2,50.0,1,1,2,3,1,0,0,3,12
Dwight Powell,DAL,10/20/2018,DAL vs. MIN,W,17,19,6,7,85.7,1,2,50.0,6,8,75.0,2,4,6,2,0,1,3,3,0
Derrick Rose,MIN,10/20/2018,MIN @ DAL,L,32,28,11,21,52.4,2,5,40.0,4,6,66.7,2,3,5,5,2,1,3,3,-10
Wade Baldwin IV,POR,10/20/2018,POR vs. SAS,W,3,0,0,2,0.0,0,1,0.0,0,0,-,0,2,2,0,0,0,2,0,-5
DeAndre Jordan,DAL,10/20/2018,DAL vs. MIN,W,32,22,8,10,80.0,0,0,-,6,7,85.7,4,6,10,1,2,5,1,2,4
Karl-Anthony Towns,MIN,10/20/2018,MIN @ DAL,L,34,31,9,16,56.3,4,6,66.7,9,10,90.0,1,4,5,2,1,1,0,5,-5
Stanley Johnson,DET,10/20/2018,DET @ CHI,W,30,10,4,13,30.8,2,7,28.6,0,0,-,3,4,7,0,0,1,1,2,-21
T.J. McConnell,PHI,10/20/2018,PHI vs. ORL,W,25,8,4,7,57.1,0,0,-,0,0,-,0,4,4,4,1,0,2,2,8
Mo Bamba,ORL,10/20/2018,ORL @ PHI,L,14,5,2,4,50.0,1,2,50.0,0,0,-,1,0,1,2,0,3,1,2,-25
Caleb Swanigan,POR,10/20/2018,POR vs. SAS,W,3,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,1,-5
Daniel Theis,BOS,10/20/2018,BOS @ NYK,W,14,2,1,4,25.0,0,1,0.0,0,0,-,1,0,1,2,0,1,0,3,-5
James Ennis III,HOU,10/20/2018,HOU @ LAL,W,22,6,2,7,28.6,2,5,40.0,0,0,-,3,2,5,2,2,0,1,4,-10
Glenn Robinson III,DET,10/20/2018,DET @ CHI,W,13,5,2,4,50.0,1,1,100.0,0,0,-,0,2,2,0,0,0,1,0,-5
Goran Dragic,MIA,10/20/2018,MIA vs. CHA,L,39,20,7,17,41.2,2,6,33.3,4,5,80.0,1,3,4,7,0,0,1,1,9
Allonzo Trier,NYK,10/20/2018,NYK vs. BOS,L,25,15,4,9,44.4,2,3,66.7,5,7,71.4,1,0,1,1,0,0,3,1,4
Doug McDermott,IND,10/20/2018,IND vs. BKN,W,26,12,4,5,80.0,4,5,80.0,0,0,-,0,3,3,1,0,0,0,1,19
Dario Saric,PHI,10/20/2018,PHI vs. ORL,W,38,13,4,12,33.3,3,7,42.9,2,2,100.0,3,6,9,5,1,1,2,3,-11
Myles Turner,IND,10/20/2018,IND vs. BKN,W,27,14,4,7,57.1,1,1,100.0,5,6,83.3,1,7,8,2,1,1,0,2,11
Fred VanVleet,TOR,10/20/2018,TOR @ WAS,W,27,13,4,9,44.4,1,2,50.0,4,5,80.0,0,4,4,5,0,0,1,2,-6
Andrew Wiggins,MIN,10/20/2018,MIN @ DAL,L,27,19,5,9,55.6,2,4,50.0,7,9,77.8,0,3,3,2,1,0,3,6,8
Kyle Lowry,TOR,10/20/2018,TOR @ WAS,W,35,28,10,21,47.6,4,9,44.4,4,4,100.0,1,2,3,12,1,1,4,1,1
Kemba Walker,CHA,10/20/2018,CHA @ MIA,W,40,39,14,31,45.2,7,15,46.7,4,7,57.1,0,5,5,7,0,0,2,4,1
Wendell Carter Jr.,CHI,10/20/2018,CHI vs. DET,L,18,8,4,6,66.7,0,0,-,0,0,-,0,2,2,1,0,2,2,3,-3
Rodions Kurucs,BKN,10/20/2018,BKN @ IND,L,15,12,5,9,55.6,2,5,40.0,0,0,-,2,4,6,0,0,0,2,1,-2
Ben Simmons,PHI,10/20/2018,PHI vs. ORL,W,8,4,2,3,66.7,0,0,-,0,0,-,0,0,0,4,0,0,0,2,-12
Nik Stauskas,POR,10/20/2018,POR vs. SAS,W,21,3,1,5,20.0,1,3,33.3,0,0,-,0,1,1,3,1,0,0,0,-5
Thaddeus Young,IND,10/20/2018,IND vs. BKN,W,26,10,5,9,55.6,0,0,-,0,0,-,1,1,2,2,2,0,0,1,8
Chris Paul,HOU,10/20/2018,HOU @ LAL,W,30,28,9,17,52.9,3,6,50.0,7,9,77.8,2,5,7,10,1,0,3,2,13
Kenneth Faried,BKN,10/20/2018,BKN @ IND,L,7,8,4,4,100.0,0,0,-,0,0,-,1,1,2,0,1,0,1,0,-2
Pau Gasol,SAS,10/20/2018,SAS @ POR,L,17,10,4,5,80.0,1,1,100.0,1,2,50.0,1,3,4,2,0,0,0,1,-6
Davis Bertans,SAS,10/20/2018,SAS @ POR,L,20,11,4,8,50.0,3,6,50.0,0,0,-,3,1,4,2,0,1,1,1,-4
Marco Belinelli,SAS,10/20/2018,SAS @ POR,L,17,2,0,6,0.0,0,1,0.0,2,3,66.7,0,1,1,3,0,0,0,3,5
Michael Kidd-Gilchrist,CHA,10/20/2018,CHA @ MIA,W,29,7,3,5,60.0,0,0,-,1,3,33.3,1,2,3,2,0,7,3,5,-12
Tyson Chandler,PHX,10/20/2018,PHX @ DEN,L,18,2,0,0,-,0,0,-,2,6,33.3,1,7,8,2,0,0,0,4,-16
Evan Turner,POR,10/20/2018,POR vs. SAS,W,25,8,4,8,50.0,0,0,-,0,0,-,0,4,4,5,1,0,2,1,9
Langston Galloway,DET,10/20/2018,DET @ CHI,W,26,6,2,7,28.6,2,7,28.6,0,0,-,1,0,1,3,1,0,0,0,-3
Kyle Kuzma,LAL,10/20/2018,LAL vs. HOU,L,25,11,5,13,38.5,1,5,20.0,0,0,-,1,1,2,3,0,2,0,4,-14
Caris LeVert,BKN,10/20/2018,BKN @ IND,L,28,19,8,9,88.9,2,3,66.7,1,2,50.0,0,4,4,3,2,1,4,3,-20
Isaiah Canaan,PHX,10/20/2018,PHX @ DEN,L,30,15,5,8,62.5,3,5,60.0,2,3,66.7,2,2,4,2,1,0,2,3,-10
Evan Fournier,ORL,10/20/2018,ORL @ PHI,L,34,31,12,23,52.2,6,10,60.0,1,1,100.0,0,4,4,3,1,0,1,3,19
Nikola Jokic,DEN,10/20/2018,DEN vs. PHX,W,31,35,11,11,100.0,3,3,100.0,10,11,90.9,0,11,11,11,4,1,0,3,29
