PLAYER,TEAM,DATE,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Austin Rivers,WAS,11/30/2018,WAS @ PHI,L,29,15,6,10,60.0,3,6,50.0,0,2,0.0,0,2,2,1,1,1,1,2,-14
Paul Millsap,DEN,11/30/2018,DEN @ POR,W,36,22,9,16,56.3,2,3,66.7,2,2,100.0,5,5,10,4,4,0,3,5,9
MarShon Brooks,MEM,11/30/2018,MEM @ BKN,W,11,5,2,6,33.3,1,3,33.3,0,0,-,0,0,0,0,0,0,0,3,-8
Deandre Ayton,PHX,11/30/2018,PHX vs. ORL,L,32,19,9,16,56.3,0,0,-,1,2,50.0,2,4,6,2,0,0,1,2,-17
Devonte' Graham,CHA,11/30/2018,CHA vs. UTA,L,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,3
Patty Mills,SAS,11/30/2018,SAS vs. HOU,L,21,6,2,7,28.6,2,6,33.3,0,0,-,0,4,4,2,0,0,0,2,-15
Bam Adebayo,MIA,11/30/2018,MIA vs. NOP,W,28,8,4,5,80.0,0,0,-,0,0,-,4,7,11,3,0,1,1,2,13
Bradley Beal,WAS,11/30/2018,WAS @ PHI,L,19,19,6,13,46.2,2,5,40.0,5,5,100.0,0,0,0,1,2,0,1,3,-8
De'Anthony Melton,PHX,11/30/2018,PHX vs. ORL,L,4,0,0,0,-,0,0,-,0,0,-,0,0,0,1,0,0,0,1,-10
Ricky Rubio,UTA,11/30/2018,UTA @ CHA,W,33,13,5,11,45.5,2,6,33.3,1,2,50.0,0,4,4,6,1,0,2,3,13
Ryan Anderson,PHX,11/30/2018,PHX vs. ORL,L,20,2,1,4,25.0,0,3,0.0,0,0,-,2,2,4,1,0,0,1,0,-2
Collin Sexton,CLE,11/30/2018,CLE @ BOS,L,33,15,6,18,33.3,0,1,0.0,3,3,100.0,0,4,4,4,0,0,3,4,-32
Trey Lyles,DEN,11/30/2018,DEN @ POR,W,13,8,2,7,28.6,2,4,50.0,2,4,50.0,0,2,2,1,1,0,1,2,0
Gary Harris,DEN,11/30/2018,DEN @ POR,W,36,27,9,21,42.9,4,10,40.0,5,6,83.3,0,3,3,3,1,0,1,4,0
Daniel Theis,BOS,11/30/2018,BOS vs. CLE,W,17,3,1,3,33.3,1,2,50.0,0,0,-,1,2,3,4,0,1,0,3,2
Tyson Chandler,LAL,11/30/2018,LAL vs. DAL,W,22,13,6,6,100.0,0,0,-,1,1,100.0,5,7,12,0,1,0,0,2,13
Frank Kaminsky,CHA,11/30/2018,CHA vs. UTA,L,16,0,0,4,0.0,0,2,0.0,0,0,-,1,2,3,1,1,0,0,0,-9
Semi Ojeleye,BOS,11/30/2018,BOS vs. CLE,W,15,5,2,4,50.0,1,1,100.0,0,0,-,0,2,2,0,0,0,0,0,11
Rudy Gobert,UTA,11/30/2018,UTA @ CHA,W,38,20,8,12,66.7,0,0,-,4,6,66.7,2,15,17,2,0,4,2,5,11
Larry Nance Jr.,CLE,11/30/2018,CLE @ BOS,L,31,7,2,3,66.7,2,2,100.0,1,2,50.0,1,4,5,1,0,0,1,1,-23
Ian Mahinmi,WAS,11/30/2018,WAS @ PHI,L,10,2,1,2,50.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,2,-14
Cedi Osman,CLE,11/30/2018,CLE @ BOS,L,34,7,2,8,25.0,1,6,16.7,2,2,100.0,0,2,2,0,1,0,0,2,-39
Solomon Hill,NOP,11/30/2018,NOP @ MIA,L,19,2,1,2,50.0,0,1,0.0,0,0,-,3,3,6,1,0,0,2,4,-14
Derrick Favors,UTA,11/30/2018,UTA @ CHA,W,19,6,2,3,66.7,0,0,-,2,3,66.7,2,4,6,2,0,0,0,0,1
Royce O'Neale,UTA,11/30/2018,UTA @ CHA,W,25,3,1,5,20.0,1,4,25.0,0,0,-,0,3,3,1,0,0,0,0,-8
Joel Embiid,PHI,11/30/2018,PHI vs. WAS,W,22,16,5,12,41.7,1,3,33.3,5,10,50.0,5,10,15,0,0,3,0,0,30
Maurice Harkless,POR,11/30/2018,POR vs. DEN,L,14,2,1,4,25.0,0,1,0.0,0,0,-,1,2,3,0,2,0,2,2,0
Steven Adams,OKC,11/30/2018,OKC vs. ATL,W,32,6,3,7,42.9,0,0,-,0,0,-,3,10,13,3,3,1,2,2,8
DeMarre Carroll,BKN,11/30/2018,BKN vs. MEM,L,39,21,7,10,70.0,4,6,66.7,3,4,75.0,1,11,12,1,1,0,1,3,0
Gary Clark,HOU,11/30/2018,HOU @ SAS,W,18,3,1,5,20.0,1,4,25.0,0,0,-,0,4,4,0,2,0,0,0,5
Tim Frazier,NOP,11/30/2018,NOP @ MIA,L,24,6,1,2,50.0,1,1,100.0,3,4,75.0,2,4,6,9,0,0,1,3,12
Jalen Brunson,DAL,11/30/2018,DAL @ LAL,L,3,2,0,1,0.0,0,0,-,2,4,50.0,1,0,1,1,0,0,0,0,7
Wayne Ellington,MIA,11/30/2018,MIA vs. NOP,W,34,6,2,7,28.6,1,6,16.7,1,3,33.3,1,3,4,2,1,0,1,4,-10
Allen Crabbe,BKN,11/30/2018,BKN vs. MEM,L,23,9,3,8,37.5,3,6,50.0,0,0,-,0,4,4,3,0,0,0,4,-9
Jarrett Allen,BKN,11/30/2018,BKN vs. MEM,L,39,15,5,5,100.0,0,0,-,5,6,83.3,3,9,12,5,1,1,3,5,-12
JJ Redick,PHI,11/30/2018,PHI vs. WAS,W,19,14,5,12,41.7,1,5,20.0,3,3,100.0,1,0,1,0,0,0,0,1,11
Zach Collins,POR,11/30/2018,POR vs. DEN,L,11,5,2,5,40.0,0,1,0.0,1,1,100.0,3,2,5,1,0,1,0,4,-8
Jeff Green,WAS,11/30/2018,WAS @ PHI,L,22,4,1,2,50.0,0,0,-,2,2,100.0,0,3,3,0,0,1,1,2,-11
Nikola Vucevic,ORL,11/30/2018,ORL @ PHX,W,32,25,11,20,55.0,2,5,40.0,1,2,50.0,1,14,15,3,1,1,2,3,15
Mike Muscala,PHI,11/30/2018,PHI vs. WAS,W,32,12,2,9,22.2,2,7,28.6,6,7,85.7,3,7,10,2,0,2,0,2,9
Russell Westbrook,OKC,11/30/2018,OKC vs. ATL,W,31,23,8,15,53.3,2,4,50.0,5,6,83.3,1,8,9,10,1,0,5,4,18
Dwight Powell,DAL,11/30/2018,DAL @ LAL,L,17,17,5,9,55.6,0,3,0.0,7,8,87.5,1,6,7,2,0,0,1,5,-2
Richaun Holmes,PHX,11/30/2018,PHX vs. ORL,L,16,7,2,2,100.0,0,0,-,3,4,75.0,3,6,9,0,0,0,0,1,3
Shake Milton,PHI,11/30/2018,PHI vs. WAS,W,11,5,2,4,50.0,1,2,50.0,0,0,-,0,0,0,2,1,1,0,1,1
Quincy Pondexter,SAS,11/30/2018,SAS vs. HOU,L,12,3,0,2,0.0,0,2,0.0,3,4,75.0,0,1,1,0,1,0,1,2,5
Jeremy Lamb,CHA,11/30/2018,CHA vs. UTA,L,38,24,10,18,55.6,2,3,66.7,2,3,66.7,1,4,5,1,2,1,1,4,-4
Paul George,OKC,11/30/2018,OKC vs. ATL,W,29,20,6,14,42.9,3,8,37.5,5,5,100.0,0,5,5,3,2,0,3,4,5
Nerlens Noel,OKC,11/30/2018,OKC vs. ATL,W,16,14,6,7,85.7,0,0,-,2,2,100.0,3,4,7,0,3,2,0,1,7
Cristiano Felicio,CHI,11/30/2018,CHI @ DET,L,3,4,2,3,66.7,0,0,-,0,0,-,1,2,3,0,0,0,1,0,-1
Hassan Whiteside,MIA,11/30/2018,MIA vs. NOP,W,20,12,6,8,75.0,0,0,-,0,2,0.0,3,5,8,3,1,2,1,2,-8
Rodney Hood,CLE,11/30/2018,CLE @ BOS,L,22,10,3,6,50.0,1,2,50.0,3,3,100.0,0,1,1,2,1,0,4,3,-30
Thomas Bryant,WAS,11/30/2018,WAS @ PHI,L,19,12,5,7,71.4,0,1,0.0,2,2,100.0,1,6,7,0,1,1,1,0,-9
Kelly Olynyk,MIA,11/30/2018,MIA vs. NOP,W,25,13,4,8,50.0,3,6,50.0,2,2,100.0,2,5,7,2,2,0,1,3,20
Dorian Finney-Smith,DAL,11/30/2018,DAL @ LAL,L,23,5,2,5,40.0,1,4,25.0,0,0,-,0,3,3,0,3,0,2,3,1
J.J. Barea,DAL,11/30/2018,DAL @ LAL,L,17,8,3,9,33.3,1,5,20.0,1,2,50.0,0,1,1,3,1,0,0,0,-14
Mason Plumlee,DEN,11/30/2018,DEN @ POR,W,14,3,1,3,33.3,0,0,-,1,2,50.0,2,1,3,3,2,1,0,3,-7
Clint Capela,HOU,11/30/2018,HOU @ SAS,W,30,27,12,16,75.0,0,0,-,3,4,75.0,8,4,12,1,1,4,0,4,31
Wesley Johnson,NOP,11/30/2018,NOP @ MIA,L,8,0,0,1,0.0,0,1,0.0,0,0,-,0,1,1,0,0,1,0,1,-9
Alex Abrines,OKC,11/30/2018,OKC vs. ATL,W,26,21,7,11,63.6,7,11,63.6,0,0,-,0,2,2,1,0,0,0,2,6
Ante Zizic,CLE,11/30/2018,CLE @ BOS,L,20,5,2,5,40.0,0,0,-,1,2,50.0,1,1,2,0,0,0,1,2,-7
Lance Stephenson,LAL,11/30/2018,LAL vs. DAL,W,6,2,1,3,33.3,0,1,0.0,0,0,-,1,0,1,1,0,0,1,0,3
Cheick Diallo,NOP,11/30/2018,NOP @ MIA,L,6,0,0,1,0.0,0,0,-,0,0,-,0,0,0,0,0,0,0,1,8
Alec Burks,CLE,11/30/2018,CLE @ BOS,L,26,15,4,11,36.4,0,4,0.0,7,8,87.5,1,5,6,4,2,0,0,0,-3
Mikal Bridges,PHX,11/30/2018,PHX vs. ORL,L,20,2,1,5,20.0,0,3,0.0,0,0,-,0,1,1,2,0,0,1,1,-10
Nikola Mirotic,NOP,11/30/2018,NOP @ MIA,L,29,15,5,11,45.5,3,9,33.3,2,2,100.0,0,4,4,1,2,1,2,1,-10
Miles Bridges,CHA,11/30/2018,CHA vs. UTA,L,16,12,5,9,55.6,2,4,50.0,0,0,-,2,2,4,2,1,0,0,1,7
Davis Bertans,SAS,11/30/2018,SAS vs. HOU,L,18,8,3,5,60.0,2,4,50.0,0,0,-,0,2,2,1,0,0,1,1,-3
Juancho Hernangomez,DEN,11/30/2018,DEN @ POR,W,29,9,2,4,50.0,2,2,100.0,3,4,75.0,2,9,11,1,0,1,2,1,9
Nikola Jokic,DEN,11/30/2018,DEN @ POR,W,32,15,7,12,58.3,0,2,0.0,1,1,100.0,3,3,6,7,1,1,1,3,2
Dennis Schroder,OKC,11/30/2018,OKC vs. ATL,W,28,18,8,15,53.3,2,6,33.3,0,0,-,0,3,3,8,0,2,5,4,20
Reggie Jackson,DET,11/30/2018,DET vs. CHI,W,27,20,7,12,58.3,6,8,75.0,0,0,-,0,0,0,2,1,0,1,0,15
Miles Plumlee,ATL,11/30/2018,ATL @ OKC,L,7,6,2,3,66.7,0,0,-,2,2,100.0,1,0,1,0,1,0,0,0,1
Alex Len,ATL,11/30/2018,ATL @ OKC,L,23,19,7,14,50.0,3,6,50.0,2,2,100.0,4,1,5,1,0,1,1,4,-10
Ryan Arcidiacono,CHI,11/30/2018,CHI @ DET,L,27,5,2,6,33.3,1,5,20.0,0,0,-,0,2,2,1,0,0,3,3,-19
Justin Holiday,CHI,11/30/2018,CHI @ DET,L,34,8,3,9,33.3,2,6,33.3,0,0,-,0,4,4,7,3,1,0,0,-22
Torrey Craig,DEN,11/30/2018,DEN @ POR,W,1,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,0,-2
Rodney McGruder,MIA,11/30/2018,MIA vs. NOP,W,27,11,5,11,45.5,0,2,0.0,1,1,100.0,2,3,5,1,2,0,0,4,12
Josh Richardson,MIA,11/30/2018,MIA vs. NOP,W,36,20,8,22,36.4,3,10,30.0,1,2,50.0,0,2,2,1,3,1,2,3,-7
Dwyane Wade,MIA,11/30/2018,MIA vs. NOP,W,27,18,6,15,40.0,2,5,40.0,4,6,66.7,1,4,5,6,0,0,1,1,5
Guerschon Yabusele,BOS,11/30/2018,BOS vs. CLE,W,15,5,2,7,28.6,1,3,33.3,0,0,-,1,3,4,0,0,0,0,2,1
DeAndre Jordan,DAL,11/30/2018,DAL @ LAL,L,30,8,3,5,60.0,0,0,-,2,2,100.0,4,8,12,1,0,1,3,4,-5
CJ McCollum,POR,11/30/2018,POR vs. DEN,L,38,33,14,21,66.7,0,4,0.0,5,5,100.0,1,3,4,1,1,1,3,5,4
Lonzo Ball,LAL,11/30/2018,LAL vs. DAL,W,28,10,4,9,44.4,1,5,20.0,1,2,50.0,1,0,1,4,5,0,5,6,-6
Kevin Huerter,ATL,11/30/2018,ATL @ OKC,L,25,5,2,3,66.7,1,2,50.0,0,0,-,1,5,6,4,2,0,3,1,0
Terry Rozier,BOS,11/30/2018,BOS vs. CLE,W,21,10,4,8,50.0,1,1,100.0,1,2,50.0,0,3,3,3,0,0,3,3,-3
Bruce Brown,DET,11/30/2018,DET vs. CHI,W,23,4,2,4,50.0,0,1,0.0,0,0,-,1,2,3,2,0,1,0,2,-1
Jason Smith,WAS,11/30/2018,WAS @ PHI,L,12,5,2,3,66.7,1,2,50.0,0,0,-,0,2,2,0,0,0,1,0,3
Luka Doncic,DAL,11/30/2018,DAL @ LAL,L,32,6,2,13,15.4,0,5,0.0,2,3,66.7,0,6,6,5,3,2,3,3,-8
James Johnson,MIA,11/30/2018,MIA vs. NOP,W,19,8,2,6,33.3,1,1,100.0,3,4,75.0,0,1,1,3,1,0,2,3,-9
Jonathan Isaac,ORL,11/30/2018,ORL @ PHX,W,26,2,1,4,25.0,0,1,0.0,0,0,-,1,2,3,3,1,1,1,3,12
Jamal Crawford,PHX,11/30/2018,PHX vs. ORL,L,31,18,5,13,38.5,3,6,50.0,5,6,83.3,0,2,2,4,0,0,2,1,-10
Michael Kidd-Gilchrist,CHA,11/30/2018,CHA vs. UTA,L,24,11,5,6,83.3,1,1,100.0,0,0,-,0,2,2,0,0,0,0,3,-7
Shaquille Harrison,CHI,11/30/2018,CHI @ DET,L,18,3,1,2,50.0,0,0,-,1,1,100.0,0,3,3,0,1,0,1,0,6
Isaiah Hartenstein,HOU,11/30/2018,HOU @ SAS,W,3,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-3
Jakob Poeltl,SAS,11/30/2018,SAS vs. HOU,L,13,4,2,3,66.7,0,0,-,0,0,-,0,3,3,1,0,0,1,1,-3
Abdel Nader,OKC,11/30/2018,OKC vs. ATL,W,9,2,1,3,33.3,0,1,0.0,0,0,-,0,2,2,0,0,0,0,1,-7
Josh Jackson,PHX,11/30/2018,PHX vs. ORL,L,38,10,5,21,23.8,0,4,0.0,0,1,0.0,0,9,9,7,1,0,1,1,-14
Shelvin Mack,MEM,11/30/2018,MEM @ BKN,W,34,7,2,11,18.2,2,5,40.0,1,2,50.0,0,2,2,3,1,0,1,1,9
Josh Hart,LAL,11/30/2018,LAL vs. DAL,W,23,5,2,5,40.0,1,4,25.0,0,0,-,0,1,1,1,0,1,0,1,10
Monte Morris,DEN,11/30/2018,DEN @ POR,W,30,16,7,8,87.5,2,3,66.7,0,0,-,1,3,4,2,0,0,1,1,-6
James Ennis III,HOU,11/30/2018,HOU @ SAS,W,12,2,1,2,50.0,0,1,0.0,0,0,-,0,0,0,1,1,0,0,5,13
Trae Young,ATL,11/30/2018,ATL @ OKC,L,28,9,4,15,26.7,0,3,0.0,1,3,33.3,1,3,4,8,0,0,2,1,-17
Malik Beasley,DEN,11/30/2018,DEN @ POR,W,13,3,1,2,50.0,1,1,100.0,0,0,-,0,0,0,0,1,0,0,1,-6
Ed Davis,BKN,11/30/2018,BKN vs. MEM,L,19,6,2,3,66.7,0,0,-,2,2,100.0,5,4,9,0,0,1,0,0,9
Garrett Temple,MEM,11/30/2018,MEM @ BKN,W,43,13,6,9,66.7,1,2,50.0,0,0,-,0,1,1,2,3,1,2,5,7
Elie Okobo,PHX,11/30/2018,PHX vs. ORL,L,29,9,4,11,36.4,1,4,25.0,0,0,-,1,3,4,2,1,0,0,3,2
Kyle Anderson,MEM,11/30/2018,MEM @ BKN,W,25,6,3,7,42.9,0,0,-,0,0,-,4,3,7,4,1,1,0,1,5
Cody Zeller,CHA,11/30/2018,CHA vs. UTA,L,7,0,0,2,0.0,0,0,-,0,0,-,1,1,2,0,0,1,1,1,-6
Chimezie Metu,SAS,11/30/2018,SAS vs. HOU,L,5,6,3,6,50.0,0,0,-,0,0,-,2,1,3,2,0,0,1,1,2
Robin Lopez,CHI,11/30/2018,CHI @ DET,L,18,8,4,5,80.0,0,0,-,0,0,-,0,1,1,1,0,2,0,3,7
PJ Tucker,HOU,11/30/2018,HOU @ SAS,W,24,10,3,4,75.0,2,3,66.7,2,2,100.0,0,7,7,1,2,0,0,2,23
Khyri Thomas,DET,11/30/2018,DET vs. CHI,W,2,2,1,1,100.0,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0
DeMar DeRozan,SAS,11/30/2018,SAS vs. HOU,L,27,18,5,13,38.5,0,0,-,8,10,80.0,1,1,2,5,2,0,4,2,-26
Trevor Ariza,PHX,11/30/2018,PHX vs. ORL,L,34,10,4,6,66.7,1,3,33.3,1,1,100.0,1,3,4,3,2,0,2,2,-10
Marvin Williams,CHA,11/30/2018,CHA vs. UTA,L,33,15,5,13,38.5,3,8,37.5,2,2,100.0,2,9,11,2,1,0,1,1,1
Joe Ingles,UTA,11/30/2018,UTA @ CHA,W,24,6,2,7,28.6,2,6,33.3,0,0,-,0,1,1,4,3,0,1,3,12
Raul Neto,UTA,11/30/2018,UTA @ CHA,W,9,3,1,1,100.0,1,1,100.0,0,0,-,0,0,0,3,0,0,2,1,-2
Jayson Tatum,BOS,11/30/2018,BOS vs. CLE,W,20,13,5,12,41.7,1,3,33.3,2,2,100.0,1,3,4,0,1,0,0,3,12
Deonte Burton,OKC,11/30/2018,OKC vs. ATL,W,20,2,1,2,50.0,0,0,-,0,0,-,0,1,1,1,0,1,3,2,10
LeBron James,LAL,11/30/2018,LAL vs. DAL,W,31,28,12,21,57.1,2,4,50.0,2,4,50.0,2,3,5,4,0,1,4,3,10
Omri Casspi,MEM,11/30/2018,MEM @ BKN,W,15,1,0,2,0.0,0,0,-,1,2,50.0,2,1,3,1,0,0,0,1,-3
Tyler Dorsey,ATL,11/30/2018,ATL @ OKC,L,4,4,2,4,50.0,0,1,0.0,0,0,-,1,0,1,1,0,0,1,0,5
Troy Brown Jr.,WAS,11/30/2018,WAS @ PHI,L,21,6,2,7,28.6,0,1,0.0,2,2,100.0,0,6,6,5,0,0,2,2,-3
Patrick Patterson,OKC,11/30/2018,OKC vs. ATL,W,21,13,4,9,44.4,3,8,37.5,2,2,100.0,0,1,1,3,3,0,1,1,0
Meyers Leonard,POR,11/30/2018,POR vs. DEN,L,26,11,4,7,57.1,1,2,50.0,2,3,66.7,1,3,4,3,0,1,1,3,-1
Eric Gordon,HOU,11/30/2018,HOU @ SAS,W,26,26,8,16,50.0,7,11,63.6,3,4,75.0,1,2,3,2,0,0,0,0,17
Devin Robinson,WAS,11/30/2018,WAS @ PHI,L,15,8,3,6,50.0,0,0,-,2,2,100.0,2,4,6,0,1,1,0,2,4
Nicolas Batum,CHA,11/30/2018,CHA vs. UTA,L,31,6,3,5,60.0,0,0,-,0,0,-,0,3,3,0,1,1,0,2,-9
Jerami Grant,OKC,11/30/2018,OKC vs. ATL,W,27,5,2,5,40.0,1,3,33.3,0,0,-,0,3,3,1,0,1,1,3,15
Jusuf Nurkic,POR,11/30/2018,POR vs. DEN,L,29,17,7,15,46.7,0,1,0.0,3,5,60.0,5,6,11,1,2,2,1,3,0
Malik Monk,CHA,11/30/2018,CHA vs. UTA,L,6,2,1,4,25.0,0,2,0.0,0,0,-,0,0,0,0,0,0,1,2,-1
Donovan Mitchell,UTA,11/30/2018,UTA @ CHA,W,34,30,12,22,54.5,2,7,28.6,4,5,80.0,1,5,6,6,1,0,3,0,6
Ish Smith,DET,11/30/2018,DET vs. CHI,W,26,12,5,12,41.7,1,4,25.0,1,1,100.0,0,1,1,1,0,0,2,2,11
John Wall,WAS,11/30/2018,WAS @ PHI,L,25,11,4,15,26.7,1,3,33.3,2,2,100.0,1,2,3,7,3,0,2,2,-19
Spencer Dinwiddie,BKN,11/30/2018,BKN vs. MEM,L,43,15,5,14,35.7,2,8,25.0,3,4,75.0,0,2,2,5,0,0,2,5,-16
Jared Dudley,BKN,11/30/2018,BKN vs. MEM,L,20,0,0,2,0.0,0,2,0.0,0,0,-,0,2,2,1,1,0,0,4,5
James Harden,HOU,11/30/2018,HOU @ SAS,W,28,23,9,20,45.0,3,11,27.3,2,2,100.0,1,6,7,10,0,1,2,4,33
Chandler Hutchison,CHI,11/30/2018,CHI @ DET,L,19,2,1,3,33.3,0,1,0.0,0,0,-,0,6,6,1,0,0,1,1,2
Justin Anderson,ATL,11/30/2018,ATL @ OKC,L,11,7,2,6,33.3,1,3,33.3,2,2,100.0,0,0,0,2,1,0,1,2,-7
Marco Belinelli,SAS,11/30/2018,SAS vs. HOU,L,16,10,4,9,44.4,2,5,40.0,0,0,-,0,2,2,0,1,1,1,1,-7
Omari Spellman,ATL,11/30/2018,ATL @ OKC,L,15,7,2,5,40.0,2,3,66.7,1,2,50.0,2,0,2,0,0,0,1,0,-7
Derrick White,SAS,11/30/2018,SAS vs. HOU,L,33,11,5,8,62.5,1,3,33.3,0,0,-,1,4,5,9,0,0,2,1,-10
Andre Drummond,DET,11/30/2018,DET vs. CHI,W,30,19,9,16,56.3,0,0,-,1,2,50.0,8,12,20,2,2,4,2,3,24
Cameron Payne,CHI,11/30/2018,CHI @ DET,L,25,8,3,9,33.3,0,3,0.0,2,2,100.0,1,5,6,5,0,0,0,2,-3
Robert Williams III,BOS,11/30/2018,BOS vs. CLE,W,8,2,1,3,33.3,0,0,-,0,0,-,1,1,2,0,0,2,0,2,3
Wilson Chandler,PHI,11/30/2018,PHI vs. WAS,W,22,7,3,10,30.0,1,4,25.0,0,2,0.0,2,2,4,0,1,1,2,2,7
Rondae Hollis-Jefferson,BKN,11/30/2018,BKN vs. MEM,L,38,15,6,11,54.5,0,1,0.0,3,4,75.0,2,1,3,1,0,0,1,3,-11
Landry Shamet,PHI,11/30/2018,PHI vs. WAS,W,27,12,5,9,55.6,2,4,50.0,0,0,-,0,4,4,2,1,0,0,3,4
Mo Bamba,ORL,11/30/2018,ORL @ PHX,W,16,2,1,5,20.0,0,1,0.0,0,0,-,3,2,5,1,1,2,1,2,-1
Jae Crowder,UTA,11/30/2018,UTA @ CHA,W,33,24,8,13,61.5,6,10,60.0,2,2,100.0,1,1,2,7,0,0,2,1,7
Zach LaVine,CHI,11/30/2018,CHI @ DET,L,33,8,3,12,25.0,0,0,-,2,2,100.0,0,2,2,9,0,1,5,3,-17
Kent Bazemore,ATL,11/30/2018,ATL @ OKC,L,23,8,3,10,30.0,1,6,16.7,1,2,50.0,0,4,4,4,4,0,2,1,-15
Reggie Bullock,DET,11/30/2018,DET vs. CHI,W,32,13,5,11,45.5,3,9,33.3,0,0,-,0,2,2,6,0,0,3,1,20
Ian Clark,NOP,11/30/2018,NOP @ MIA,L,14,2,1,4,25.0,0,3,0.0,0,0,-,0,1,1,1,0,0,0,0,-6
Dennis Smith Jr.,DAL,11/30/2018,DAL @ LAL,L,28,13,5,14,35.7,1,6,16.7,2,2,100.0,0,3,3,3,0,0,5,3,-4
Jonathon Simmons,ORL,11/30/2018,ORL @ PHX,W,20,4,2,7,28.6,0,2,0.0,0,0,-,1,3,4,1,2,0,1,0,-10
Michael Beasley,LAL,11/30/2018,LAL vs. DAL,W,5,0,0,0,-,0,0,-,0,0,-,0,1,1,1,0,0,2,0,1
Marcus Smart,BOS,11/30/2018,BOS vs. CLE,W,29,12,5,7,71.4,2,4,50.0,0,0,-,1,2,3,7,3,1,0,1,33
Jaren Jackson Jr.,MEM,11/30/2018,MEM @ BKN,W,43,36,13,22,59.1,3,7,42.9,7,7,100.0,3,5,8,2,0,0,1,4,13
John Collins,ATL,11/30/2018,ATL @ OKC,L,33,19,9,15,60.0,0,3,0.0,1,1,100.0,4,7,11,1,0,1,1,0,-8
Antonio Blakeney,CHI,11/30/2018,CHI @ DET,L,3,2,1,3,33.3,0,1,0.0,0,0,-,0,0,0,0,0,0,0,0,-1
Wendell Carter Jr.,CHI,11/30/2018,CHI @ DET,L,29,28,11,18,61.1,0,1,0.0,6,7,85.7,2,5,7,1,0,3,2,4,-24
Tony Parker,CHA,11/30/2018,CHA vs. UTA,L,33,20,9,17,52.9,0,2,0.0,2,3,66.7,0,1,1,9,1,0,1,1,2
Justise Winslow,MIA,11/30/2018,MIA vs. NOP,W,24,10,3,11,27.3,1,3,33.3,3,4,75.0,0,3,3,1,0,0,1,2,9
Nik Stauskas,POR,11/30/2018,POR vs. DEN,L,10,3,1,3,33.3,0,1,0.0,1,1,100.0,0,1,1,0,0,0,1,1,1
Seth Curry,POR,11/30/2018,POR vs. DEN,L,17,4,2,3,66.7,0,0,-,0,0,-,1,0,1,0,0,0,0,0,4
Darius Miller,NOP,11/30/2018,NOP @ MIA,L,8,0,0,2,0.0,0,1,0.0,0,0,-,0,1,1,0,0,0,1,2,-6
Michael Carter-Williams,HOU,11/30/2018,HOU @ SAS,W,9,7,2,2,100.0,1,1,100.0,2,4,50.0,0,0,0,2,0,1,0,2,-3
Jordan Clarkson,CLE,11/30/2018,CLE @ BOS,L,22,16,5,14,35.7,3,5,60.0,3,4,75.0,0,1,1,0,0,0,1,1,-6
Moritz Wagner,LAL,11/30/2018,LAL vs. DAL,W,1,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,1,0,0,0,0,-2
Al-Farouq Aminu,POR,11/30/2018,POR vs. DEN,L,29,20,7,9,77.8,2,4,50.0,4,4,100.0,0,7,7,1,1,0,1,1,5
Jrue Holiday,NOP,11/30/2018,NOP @ MIA,L,40,21,8,20,40.0,0,5,0.0,5,5,100.0,1,3,4,8,0,1,3,3,5
DeAndre' Bembry,ATL,11/30/2018,ATL @ OKC,L,19,8,3,4,75.0,1,2,50.0,1,3,33.3,0,1,1,3,1,0,2,0,-7
Aron Baynes,BOS,11/30/2018,BOS vs. CLE,W,23,10,4,7,57.1,0,1,0.0,2,2,100.0,2,7,9,3,0,0,2,4,28
Gordon Hayward,BOS,11/30/2018,BOS vs. CLE,W,24,14,6,9,66.7,1,3,33.3,1,1,100.0,1,3,4,4,0,0,2,3,16
Kyle Kuzma,LAL,11/30/2018,LAL vs. DAL,W,37,15,4,12,33.3,3,7,42.9,4,7,57.1,0,12,12,6,0,0,2,1,13
Danuel House Jr.,HOU,11/30/2018,HOU @ SAS,W,24,8,2,4,50.0,2,4,50.0,2,2,100.0,2,3,5,1,0,0,0,2,6
Mike Conley,MEM,11/30/2018,MEM @ BKN,W,46,37,13,25,52.0,2,7,28.6,9,9,100.0,0,5,5,10,0,1,3,3,9
Taurean Prince,ATL,11/30/2018,ATL @ OKC,L,34,15,6,12,50.0,2,5,40.0,1,3,33.3,0,3,3,2,2,1,3,1,-6
Marcus Morris Sr.,BOS,11/30/2018,BOS vs. CLE,W,26,15,4,9,44.4,2,4,50.0,5,5,100.0,0,4,4,1,0,0,1,3,24
Anthony Davis,NOP,11/30/2018,NOP @ MIA,L,41,41,15,23,65.2,2,5,40.0,9,10,90.0,1,8,9,2,1,4,2,2,9
E'Twaun Moore,NOP,11/30/2018,NOP @ MIA,L,26,6,2,10,20.0,0,1,0.0,2,2,100.0,2,2,4,1,1,0,1,3,0
